,mission_id,idpu_type,idpu_time,numerator,denominator,data,10hz_mode
146,2,1,2020-09-24 00:38:47.919705,27.0,27137,1c7d5a5e6831136e1300000000936a0100,FgmFrequencyEnum.TEN_HERTZ
147,2,1,2020-09-24 00:38:48.019705,27.0,27137,2abbfa5fc9d1fdbf9300000000946a0100,FgmFrequencyEnum.TEN_HERTZ
148,2,1,2020-09-24 00:38:48.119705,27.0,27137,1edd3a618731f6a03300000000956a0100,FgmFrequencyEnum.TEN_HERTZ
149,2,1,2020-09-24 00:38:48.619705,28.0,27137,b7f7a8145cf1049f6c00000000966a0100,FgmFrequencyEnum.TEN_HERTZ
150,2,1,2020-09-24 00:38:48.719705,28.0,27137,aec8080bdd91fa608c00000000976a0100,FgmFrequencyEnum.TEN_HERTZ
151,2,1,2020-09-24 00:38:48.819705,28.0,27137,ac8908091e91e8822c00000000986a0100,FgmFrequencyEnum.TEN_HERTZ
152,2,1,2020-09-24 00:38:48.919705,28.0,27137,ab99c8077f11d883cc00000000996a0100,FgmFrequencyEnum.TEN_HERTZ
153,2,1,2020-09-24 00:38:49.019705,28.0,27137,aee98809ce71c605cc000000009a6a0100,FgmFrequencyEnum.TEN_HERTZ
154,2,1,2020-09-24 00:38:49.119705,28.0,27137,b0c8a80bbe71bcd68c000000009b6a0100,FgmFrequencyEnum.TEN_HERTZ
155,2,1,2020-09-24 00:38:49.219705,28.0,27137,b7b8880dbe11b588ac000000009c6a0100,FgmFrequencyEnum.TEN_HERTZ
156,2,1,2020-09-24 00:38:49.319705,28.0,27137,bcf70811bd71b3a88c000000009d6a0100,FgmFrequencyEnum.TEN_HERTZ
157,2,1,2020-09-24 00:38:49.419705,28.0,27137,d2a4481b6c11ab0f2c000000009e6a0100,FgmFrequencyEnum.TEN_HERTZ
158,2,1,2020-09-24 00:38:49.619705,29.0,27137,f950972fab9da165cb000000009f6a0100,FgmFrequencyEnum.TEN_HERTZ
159,2,1,2020-09-24 00:38:49.719705,29.0,27137,005017374a9daacaab00000000a06a0100,FgmFrequencyEnum.TEN_HERTZ
160,2,1,2020-09-24 00:38:49.819705,29.0,27137,fee05738da9dbf672b00000000a16a0100,FgmFrequencyEnum.TEN_HERTZ
161,2,1,2020-09-24 00:38:49.919705,29.0,27137,142e1747b9fdbf480b00000000a26a0100,FgmFrequencyEnum.TEN_HERTZ
162,2,1,2020-09-24 00:38:50.619705,30.0,27137,2eec2a5e7d660ace8900000000a36a0100,FgmFrequencyEnum.TEN_HERTZ
163,2,1,2020-09-24 00:38:50.719705,30.0,27137,232d2a5f8466120e4900000000a46a0100,FgmFrequencyEnum.TEN_HERTZ
164,2,1,2020-09-24 00:38:50.819705,30.0,27137,27ec2a613e0606cf2900000000a56a0100,FgmFrequencyEnum.TEN_HERTZ
165,2,1,2020-09-24 00:38:50.919705,30.0,27137,122e6a5676c613adc900000000a66a0100,FgmFrequencyEnum.TEN_HERTZ
166,2,1,2020-09-24 00:38:51.619705,31.0,27137,ad78010a8ddef1618000000000a76a0100,FgmFrequencyEnum.TEN_HERTZ
167,2,1,2020-09-24 00:38:51.719705,31.0,27137,abf841087e7edf52e000000000a86a0100,FgmFrequencyEnum.TEN_HERTZ
168,2,1,2020-09-24 00:38:51.819705,31.0,27137,ad18e107bf1ed0742000000000a96a0100,FgmFrequencyEnum.TEN_HERTZ
169,2,1,2020-09-24 00:38:51.919705,31.0,27137,b317a10c1e5ebf762000000000aa6a0100,FgmFrequencyEnum.TEN_HERTZ
