,timestamp,mission_id,idpu_type,idpu_time,numerator,denominator,data
31,2020-09-26 02:11:46.000000,2.0,2.0,2020-09-24 00:38:51.619705,31.0,2988.0,b'\t \x00$Q8\xa5\x9e\xadx\x01\n\x8d\xde\xf1a\x80ZI\xfc\xbb=\xbc\xce\xa3p*\xd1\xf6\xe3\xd8\xb2=\x8b~\x95\xbc\x16\x91\xec\xb7~.~\x93\x97\xe4{\xf6\xd7\xfa=:\x16L\xf0\xd9\xbbo6\x13\xa6\xe0\xa9\x14\x07w\x89\xf2@5\xe4\x83\xc5\x90\xf8_}&\xbf\x80'
32,2020-09-26 02:11:46.000000,2.0,2.0,2020-09-24 00:38:52.619705,32.0,2988.0,b'\t \x00$R8\xa5\x9e\xfd\x8086\x1a\xc0\xb7\x07o>O\xf4G\xbf\x1f \x0c\x91%c:\xfb\xb0\xce\xfc\xe7\xba/\xdd{\xe3\xc7\xbfk*\xb3o\x06o\xe4\xb4\x98\x80\x92f\xf5\xa4\xd0ko\x82[\xe8\xab\xd2\xb4p\x12\x17p\xd2O\xc5\x9f\xe9h\x7fg\xfe\xe3>\xe9\xff\xfa'
33,2020-09-26 02:11:46.000000,2.0,2.0,2020-09-24 00:38:53.619690,33.0,2988.0,"b'\t \x00$S8\xa4\x9e$\xbc\xbf`\x07\xb3\rN\x80]@\r\'""\x7f\xfe\x99<\x93\xa9\x93I\x8d:\xec\xac\xaf\xde\xcb*\xb07>\xa0\xb1\x92\xbby""H\xea\xceJ\xf0\xd6\xfeQ\xd6\x1b\xb8\xfa\xf7\xabD\xf4\x9f\xad/\xc3>\xfcl\xc0W\x91\xf8\xa9#\x9a\xcf\xfa\xb6\xfbd\x9f\xde'"
34,2020-10-09 18:59:14.468608,2.0,2.0,2020-09-24 00:38:54.619705,34.0,2988.0,"b'\t \x00$T8\xa5\x9e\xad\xb8Y\x08o\x01\xd6\x93\xeb\x1aL\xfc7}\xbaJ\xea1\x0e4\x9b\xfd\xf4\xf4B\xf1+\xfc\xbf\x1e\x84\xcf\xa2\xc3\xe3s1,\xfa\xcf\x91\xf4\xcf""\x92i?H;\xa3\xf2f\x92\x8f\x87\xcd\xfci\x0b$\xe5\xfb,A\x1f.\x98\xf2g\xd2\xb3\xc9\xa5m'"
35,2020-09-26 02:11:46.000000,2.0,2.0,2020-09-24 00:38:55.619705,35.0,2988.0,b'\t \x00$U8\xa5\x9e\x12>cH\xc9\xc5\xbc\xd7\xd4\xd4\x85RI\x8b\xd9$\xae\x87\xfb\x88\xf2K\xe2rN\xa5\xb3\xa2\xdc\xec-\xda\xdc\xfa\xb4\x92\xb4\x92\xe6\xe6\x8f\xabg\xf3\xa3\xd5v{Yq\n\xfb2J\xd07\xd0\x12\xc9\x1d\x96\xf81\x89\xb6\xc9\xdf\x18\x93|\x8d&\xfa&\xff\xa0'
36,2020-09-25 02:47:33.000000,2.0,2.0,2020-09-24 00:38:56.619705,36.0,2988.0,"b'\t \x00$V8\xa5\x9e\x07\x0f5Hk\xf4,\x0b\x9b~K\xee\xe8\x8f\x1aW\x9eM9\xc6W\xf6$\x89\xd1\x93\xbe\xfa\xa4\xad\xc1?q\xef\xd9_\xe3\x93@\xfb97\xcbg\xfc\xcb\x1el\xe7\xfa\xd9?\xca\xa4\xbeC;\xda\xdd\xf6\xc9Y\xb9\xb1\xe8\xd9\x1e\xef\xfb\xd0\xf3}\x1eO\xf8\xc9ox'"
37,2020-09-26 02:11:47.000000,2.0,2.0,2020-09-24 00:38:57.619705,37.0,2988.0,"b""\t \x00$W8\xa5\x9e\xae\xb8\xc4\n\x9e8\xc2eW,>\x8c\xa0Y\xc3\x90\xed\x087\xbf\x8d\xcf\xe4\xab\x90'\xe4\xa6g$\x99\xb0\x19\xd9\xf08\x96N\xda|\x87\xc6\xa9\xf2$\x9e\xc7\xf7\xf8\xcbIh}\x1aK\xfa)\xea6o\x83\xbc!%\xbc\xc4\x8fe\x13\xee\xb5\x9e@"""
38,2020-09-26 02:11:47.000000,2.0,2.0,2020-09-24 00:38:58.619705,38.0,2988.0,"b'\t \x00$X8\xa5\x9eM\xa7\x81c\x9c\x02\xa4\xf7G\x1aL\xfe\xb2\xc8\x17\xf93\x90\xe4\xb4\xb6d\x91u6p\x0b""\xd2Y;\x99p\n\xd2FBu\xed\x1b\xddd\x0cK&\xf4u\xef\x19\x87\x8d%\xf9a\xbf\x86\xe4\xb1\xe4~>\xefC\xb3\x0b\xfb\xed\xef\xf0T\x96\xbcW\xc8'"
39,2020-09-26 02:11:47.000000,2.0,2.0,2020-09-24 00:38:59.619705,39.0,2988.0,b'\t \x00$Y8\xa5\x9e\xde\xa3k)\xfb\x04Cxud\xbf\xd0\x92w2#\xe1\x81\xcd\xf7\x80~O\xd2>v&\xdf\xbc\xaf<\xceO\xf4\xcd\xde\x15\xcf\r\x91\xfa\xcd\x9f\x1d!\xcdw{_\xfeU\xbc\x97\x87\x15\xf7\xe3\x9f\xdcz\xee4\x99\xf9G\xa95\xe8?\xfe\xb1&o'
40,2020-09-26 02:11:47.000000,2.0,2.0,2020-09-24 00:39:00.619705,40.0,2988.0,"b""\t \x00$\x009\xa5\x9e\xb4\xa7\xfa\x0c\x9eH\xb9\xf6\xac8n>M\xec\x93^\x14\x97\xc0\xf9\x1e\xac\xe2\xd0\x96\xf8\x1f~\x9b\xa3M\x9c\xc8\x92\x02\xad&\xf3\x1aI\xfc<\xdeHVC\xc8\xfd'\xdfa&\xf1'$\xfb,\xaf\xa2\\\x7f2\xa1$\x95u\x92\xcd\xd8\xeei</j\x7f"""
